Name/Alias,Systematic Name
MED2,['YDL005C']
MED20,['YHR041C']
MED21,['YDR308C']
MED22,['YBR253W']
MED3,['YGL025C']
MED31,['YGL127C']
MED4,['YOR174W']
MED5,['YGL151W']
MED6,['YHR058C']
MED7,['YOL135C']
MED8,['YBR193C']
MED9,['YNR010W']
MEF1,['YLR069C']
MEF2,['YJL102W']
MEG1,['YBR247C']
MEH1,['YKR007W']
MEI4,['YER044C-A']
MEI5,['YPL121C']
MEK1,['YOR351C']
MEO1,['YBR126W-A']
MEP1,['YGR121C']
MEP2,['YNL142W']
MEP3,['YPR138C']
MEP80,['YFL021W']
MER1,['YNL210W']
MER2,['YJR021C']
MER3,['YGL251C']
MES1,['YGR264C']
MESI,['YGR264C']
MET1,['YKR069W']
MET10,['YFR030W']
MET11,['YGL125W']
MET12,['YPL023C']
MET13,['YGL125W']
MET14,['YKL001C']
MET15,['YLR303W']
MET16,['YPR167C']
MET17,['YLR303W']
MET18,['YIL128W']
MET19,['YNL241C']
MET2,['YNL277W']
MET20,['YKR069W']
MET22,['YOL064C']
MET23,['YOR241W']
MET25,['YLR303W']
MET27,['YLR396C']
MET28,['YIR017C']
MET3,['YJR010W']
MET30,['YIL046W']
MET31,['YPL038W']
MET32,['YDR253C']
MET4,['YNL103W']
MET5,['YJR137C']
MET6,['YER091C']
MET7,['YOR241W']
MET8,['YBR213W']
MEU1,['YLR017W']
MEX67,['YPL169C']
MF(ALPHA)1,['YPL187W']
MF(ALPHA)2,['YGL089C']
MFA1,['YDR461W']
MFA2,['YNL145W']
MFB1,['YDR219C']
MFG1,['YDL233W']
MFM1,['YPL060W']
MFP1,['YCL043C']
MFT2,['YPL224C']
MFT52,['YML062C']
MGA1,['YGR249W']
MGA2,['YIR033W']
MGE1,['YOR232W']
MGL2,['YMR210W']
MGM1,['YOR211C']
MGM101,['YJR144W']
MGM9,['YJR144W']
MGMT,['YDL200C']
MGO1,['YDR328C']
MGP12,['YDR286C']
MGR1,['YCL044C']
MGR2,['YPL098C']
MGR3,['YMR115W']
MGS1,['YNL218W']
MHF1,['YOL086W-A']
MHF2,['YDL160C-A']
MHO1,['YJR008W']
MHP1,['YJL042W']
MHR1,['YDR296W']
MHT1,['YLL062C']
MIA1,['YJL104W']
MIA40,['YKL195W']
MIC1,['YGR100W']
MIC10,['YCL057C-A']
MIC12,['YBR262C']
MIC14,['YDR031W']
MIC17,['YMR002W']
MIC19,['YFR011C']
MIC2,['YDR072C']
MIC23,['YBL107C']
MIC26,['YGR235C']
MIC27,['YNL100W']
MIC60,['YKR016W']
MID1,['YNL291C']
MID2,['YLR332W']
MIF1,['YLR163C']
MIF3,['YJL131C']
MIF4,['YLR259C']
MIG1,['YGL035C']
MIG2,['YGL209W']
MIG3,['YER028C']
MIH1,['YMR036C']
MIL1,['YFL034W']
MIM1,['YOL026C']
MIM17,['YJL143W']
MIM2,['YLR099W-A']
MIM23,['YNR017W']
MIM44,['YIL022W']
MIN10,['YFR032C-B']
MIN3,['YMR182W-A']
MIN4,['YML007C-A']
MIN6,['YBL039W-B']
MIN7,['YBR201C-A']
MIN8,['YPR010C-A']
MIN9,['YKL023C-A']
MIND complex subunit DSN1,['YIR010W']
MIND complex subunit MTW1,['YAL034W-A']
MIND complex subunit NNF1,['YJR112W']
MIND complex subunit NSL1,['YPL233W']
MIO10,['YCL057C-A']
MIO27,['YGR235C']
MIP1,['YOR330C']
MIP3,['YIR006C']
MIP6,['YHR015W']
MIR1,['YJR077C']
MIS1,['YBR084W']
MIT1,['YEL007W']
MIX14,['YDR031W']
MIX17,['YMR002W']
MIX23,['YBL107C']
MIY1,['YPL191C']
MKC7,['YDR144C']
MKH1,['YOL027C']
MKK1,['YOR231W']
MKK2,['YPL140C']
MKR1,['YDL183C']
MKS1,['YNL076W']
MKT1,['YNL085W']
MLC1,['YGL106W']
MLC2,['YPR188C']
MLF3,['YNL074C']
MLF4,['YKL124W']
MLH1,['YMR167W']
MLH2,['YLR035C']
MLH3,['YPL164C']
MLO1,['YMR252C']
MLO127,['YJR039W']
MLO50,['YLR049C']
MLP2,['YIL149C']
MLS1,['YNL117W']
MLS2,['YIR031C']
MLZ1,['YGL209W']
MMC1,['YGL075C']
MMD1,['YJR070C']
MME1,['YMR166C']
MMF1,['YIL051C']
MMI1,['YKL056C']
MMM1,['YLL006W']
MMM2,['YGL219C']
MMO1,['YKL044W']
MMP1,['YLL061W']
MMP37,['YGR046W']
MMR1,['YLR190W']
MMS1,['YPR164W']
MMS19,['YIL128W']
MMS2,['YGL087C']
MMS21,['YEL019C']
MMS22,['YLR320W']
MMS4,['YBR098W']
MMS5,['YER142C']
MMS8,['YDL164C']
MMT1,['YMR177W']
MMT2,['YPL224C']
MNA1,['YOR211C']
MNA2,['YLR259C']
MNA6,['YNL137C']
MNC1,['YBR056W-A']
MND1,['YGL183C']
MND2,['YIR025W']
MNE1,['YOR350C']
MNI1,['YIL110W']
MNI2,['YPR045C']
MNL1,['YHR204W']
MNL2,['YLR057W']
MNN1,['YER001W']
MNN10,['YDR245W']
MNN11,['YJL183W']
MNN14,['YJR061W']
MNN2,['YBR015C']
MNN3,['YDR372C']
MNN4,['YKL201C']
MNN5,['YJL186W']
MNN6,['YPL053C']
MNN8,['YEL036C']
MNN9,['YPL050C']
MNP1,['YGL068W']
MNR1,['YDL128W']
MNR2,['YKL064W']
MNS1,['YJR131W']
MNT1,['YDR483W']
MNT2,['YGL257C']
MNT3,['YIL014W']
MNT4,['YNR059W']
MOB1,['YIL106W']
MOB2,['YFL034C-B']
MOD5,['YOR274W']
MOF2,['YNL244C']
MOF4,['YMR080C']
MOF6,['YNL330C']
MOG1,['YJR074W']
MOH1,['YBL049W']
MOH2,['YCL039W']
MOL1,['YGR144W']
MOM19,['YGR082W']
MOM22,['YNL131W']
MOM38,['YMR203W']
MOM7,['YNL070W']
MOM72,['YNL121C']
MOM8A,['YPR133W-A']
MOM8B,['YOR045W']
MON1,['YGL124C']
MON2,['YNL297C']
MOP112,['YDR430C']
MOP2,['YNL243W']
MOR1,['YDR366C']
MOS1,['YCL057C-A']
MOS10,['YDR486C']
MOS2,['YGR235C']
MOT1,['YPL082C']
MOT2,['YER068W']
MOT3,['YMR070W']
MOX4,['YDR213W']
MPA43,['YNL249C']
MPC2,['YHR162W']
MPC3,['YGR243W']
MPC54,['YOR177C']
MPC70,['YOL091W']
MPD1,['YOR288C']
MPD2,['YOL088C']
MPE1,['YKL059C']
MPG1,['YDL055C']
MPH1,['YIR002C']
MPH2,['YDL247W']
MPH3,['YJR160C']
MPI1,['YIL022W']
MPI2,['YJL143W']
MPI3,['YNR017W']
MPK1,['YHR030C']
MPL1,['YKR095W']
MPM1,['YJL066C']
MPO1,['YGL010W']
MPP10,['YJR002W']
MPP6,['YNR024W']
MPR1,['YFR004W']
MPS1,['YDL028C']
MPS2,['YGL075C']
MPS3,['YJL019W']
MPT1,['YMR005W']
MPT4,['YLR150W']
MPT5,['YGL178W']
MRC1,['YCL061C']
MRD1,['YPR112C']
MRE11,['YMR224C']
MRE2,['YHR086W']
MRE4,['YOR351C']
MRF1',['YBR026C']
MRG19,['YPR030W']
MRH1,['YDR033W']
MRH4,['YGL064C']
MRI1,['YPR118W']
MRK1,['YDL079C']
MRL1,['YPR079W']
MRM1,['YOR201C']
MRM2,['YGL136C']
MRN1,['YPL184C']
MRP1,['YDR347W']
MRP10,['YDL045W-A']
MRP13,['YGR084C']
MRP17,['YKL003C']
MRP2,['YPR166C']
MRP20,['YDR405W']
MRP21,['YBL090W']
MRP35,['YNL122C']
MRP4,['YHL004W']
MRP49,['YKL167C']
MRP5,['YDR036C']
MRP50,['YBL090W']
MRP51,['YPL118W']
MRP7,['YNL005C']
MRP8,['YKL142W']
MRPL1,['YDR116C']
MRPL10,['YNL284C']
MRPL11,['YDL202W']
MRPL13,['YKR006C']
MRPL14,['YMR193W']
MRPL15,['YLR312W-A']
MRPL16,['YBL038W']
MRPL17,['YNL252C']
MRPL18,['YNL284C']
MRPL19,['YNL185C']
MRPL2,['YNL005C']
MRPL20,['YKR085C']
MRPL22,['YNL177C']
MRPL23,['YOR150W']
MRPL24,['YMR193W']
MRPL25,['YGR076C']
MRPL27,['YBR282W']
MRPL28,['YDR462W']
MRPL3,['YMR024W']
MRPL30,['YNL252C']
MRPL31,['YKL138C']
MRPL32,['YCR003W']
MRPL33,['YMR286W']
MRPL34,['YKL170W']
MRPL35,['YDR322W']
MRPL36,['YBR122C']
MRPL37,['YBR268W']
MRPL38,['YKL170W']
MRPL39,['YML009C']
MRPL4,['YLR439W']
MRPL40,['YPL173W']
MRPL41,['YDR405W']
MRPL44,['YMR225C']
MRPL45,['YGL125W']
MRPL49,['YJL096W']
MRPL50,['YNR022C']
MRPL51,['YPR100W']
MRPL6,['YHR147C']
MRPL7,['YDR237W']
MRPL8,['YJL063C']
MRPL9,['YGR220C']
MRPS12,['YNR036C']
MRPS16,['YPL013C']
MRPS17,['YMR188C']
MRPS18,['YNL306W']
MRPS2,['YHR075C']
MRPS28,['YDR337W']
MRPS35,['YGR165W']
MRPS5,['YBR251W']
MRPS8,['YMR158W']
MRPS9,['YBR146W']
MRS1,['YIR021W']
MRS11,['YHR005C-A']
MRS15,['YML017W']
MRS16,['YGR178C']
MRS2,['YOR334W']
MRS3,['YJL133W']
MRS4,['YKR052C']
MRS5,['YBR091C']
MRS6,['YOR370C']
MRS7,['YPR125W']
MRT1,['YCR077C']
MRT2,['YOL149W']
MRT4,['YKL009W']
MRX complex DNA-binding subunit,['YNL250W']
MRX complex nuclease subunit,['YMR224C']
MRX1,['YER077C']
MRX10,['YDR282C']
MRX11,['YPL041C']
MRX12,['YJR003C']
MRX13,['YLR253W']
MRX14,['YDR115W']
MRX15,['YNR040W']
MRX16,['YDR132C']
MRX17,['YIL077C']
MRX18,['YBR056W']
MRX19,['YDL183C']
MRX2,['YLR290C']
MRX20,['YFR045W']
MRX21,['YPR011C']
MRX3,['YBL095W']
MRX4,['YPL168W']
MRX5,['YJL147C']
MRX6,['YNL295W']
MRX7,['YNL211C']
MRX8,['YDR336W']
MRX9,['YDL027C']
MSA1,['YOR066W']
MSA2,['YKR077W']
MSB1,['YOR188W']
MSB2,['YGR014W']
MSB3,['YNL293W']
MSB4,['YOL112W']
MSC1,['YML128C']
MSC2,['YDR205W']
MSC3,['YLR219W']
MSC6,['YOR354C']
MSC7,['YHR039C']
MSD1,['YPL104W']
MSD2,['YMR001C']
MSE1,['YOL033W']
MSF1',['YLR168C']
MSG1,['YKR030W']
MSG5,['YNL053W']
MSH1,['YHR120W']
MSH2,['YOL090W']
MSH3,['YCR092C']
MSH4,['YFL003C']
MSH5,['YDL154W']
MSH6,['YDR097C']
MSI1,['YBR195C']
MSI2,['YAL024C']
MSI3,['YPL106C']
MSI4,['YOR370C']
MSK1,['YNL073W']
MSL2,['YIR031C']
MSL5,['YLR116W']
MSM1,['YGR171C']
MSN1,['YOL116W']
MSN2,['YMR037C']
MSN3,['YOR047C']
MSN4,['YKL062W']
MSN5,['YDR335W']
MSO1,['YNR049C']
MSP1,['YGR028W']
MSP8,['YMR280C']
MSR1,['YHR091C']
MSRB,['YCL033C']
MSS1,['YMR023C']
MSS10,['YOL116W']
MSS11,['YMR164C']
MSS116,['YDR194C']
MSS18,['YPR134W']
MSS2,['YDL107W']
MSS4,['YDR208W']
MSS51,['YLR203C']
MST1,['YKL194C']
MST27,['YGL051W']
MST28,['YAR033W']
MSU1,['YMR287C']
MSW1,['YDR268W']
MSY1,['YPL097W']
MTA1,['YPR116W']
MTA2,['YDR065W']
MTC1,['YJL123C']
MTC2,['YKL098W']
MTC3,['YGL226W']
MTC4,['YBR255W']
MTC5,['YDR128W']
MTC6,['YHR151C']
MTC7,['YEL033W']
MTD1,['YKR080W']
MTE1,['YGR042W']
MTF1,['YMR228W']
MTF2,['YDL044C']
MTG1,['YMR097C']
MTG2,['YHR168W']
MTG3,['YOR205C']
MTH1,['YDR277C']
MTI1,['YJL020C']
MTL1,['YGR023W']
MTM1,['YGR257C']
MTO1,['YGL236C']
MTO2,['YDL033C']
MTQ1,['YNL063W']
MTQ2,['YDR140W']
MTR1,['YGL097W']
MTR10,['YOR160W']
MTR13,['YDR432W']
MTR14,['YOL142W']
MTR17,['YOL021C']
MTR2,['YKL186C']
MTR3,['YGR158C']
MTR4,['YJL050W']
MTR7,['YNR016C']
MTS1,['YDR432W']
MTT1,['YER176W']
MTU1,['YDL033C']
MTW1,['YAL034W-A']
MUB1,['YMR100W']
MUC1,['YIR019C']
MUD1,['YBR119W']
MUD10,['YDR240C']
MUD13,['YPL178W']
MUD15,['YHR086W']
MUD16,['YDR235W']
MUD2,['YKL074C']
MUK1,['YPL070W']
MUM1,['YDR108W']
MUM2,['YBR057C']
MUM3,['YOR298W']
MUP1,['YGR055W']
MUP3,['YHL036W']
MUQ1,['YGR007W']
MUS81,['YDR386W']
MUT2,['YER125W']
MUT4,['YDR069C']
MUT5,['YER095W']
MVB12,['YGR206W']
MVD1,['YNR043W']
MVP1,['YMR004W']
MXR1,['YER042W']
MXR2,['YCL033C']
MYG1,['YER156C']
MYO1,['YHR023W']
MYO2,['YOR326W']
MYO3,['YKL129C']
MYO4,['YAL029C']
MYO5,['YMR109W']
MYR1,['YPL105C']
MZM1,['YDR493W']
MetRS,['YGR264C']
Mg(2+) transporter ALR1,['YOL130W']
Mg-dependent acid phosphatase,['YER134C']
Mn(2+) transporter ATX2,['YOR079C']
MutS family protein MSH4,['YFL003C']
MutS family protein MSH5,['YDL154W']
"N,N-dimethylaniline monooxygenase",['YHR176W']
N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14,['YBR070C']
N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase catalytic subunit ALG13,['YGL047W']
N-acetylglucosaminylphosphatidylinositol deacetylase,['YMR281W']
N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D,['YPL103C']
N-acetyltransferase,['YGR212W']
N-terminal L-serine N(alpha)-acetyltransferase NatD,['YMR069W']
N-terminal protein methyltransferase,['YBR261C']
NAA10,['YHR013C']
NAA15,['YDL040C']
NAA20,['YPR131C']
NAA25,['YOL076W']
NAA30,['YPR051W']
NAA35,['YEL053C']
NAA38,['YCR020C-A']
NAA40,['YMR069W']
NAA50,['YOR253W']
NAB1A,['YGR214W']
NAB1B,['YLR048W']
NAB2,['YGL122C']
NAB3,['YPL190C']
NAB4,['YOL123W']
NAB5,['YOL123W']
NAB6,['YML117W']
NAD(+) diphosphatase,['YGL067W']
NAD-dependent histone deacetylase HST3,['YOR025W']
NAD-dependent histone deacetylase HST4,['YDR191W']
NAD-dependent histone deacetylase SIR2,['YDL042C']
NAD1,['YMR116C']
NADH kinase,['YPL188W']
NADH-ubiquinone reductase (H(+)-translocating) NDE1,['YMR145C']
NADH-ubiquinone reductase (H(+)-translocating) NDE2,['YDL085W']
NADH-ubiquinone reductase (H(+)-translocating) NDI1,['YML120C']
NADHX dehydratase,['YKL151C']
NADHX epimerase,['YNL200C']
NADPH--hemoprotein reductase,['YHR042W']
NADPH-adrenodoxin reductase,['YDR376W']
NADPH:quinone reductase,['YBR046C']
NAF1,['YNL124W']
NAG1,['YGR031C-A']
NAM1,['YDL044C']
NAM2,['YLR382C']
NAM7,['YMR080C']
NAM8,['YHR086W']
NAM9,['YNL137C']
NAN1,['YPL126W']
NAP1,['YKR048C']
NAPDH-dependent diflavin reductase,['YPR048W']
NAR1,['YNL240C']
NAS1,['YHR027C']
NAS2,['YIL007C']
NAS4,['YDL097C']
NAS5,['YDL147W']
NAS6,['YGR232W']
NAS7,['YDR427W']
NAT1,['YDL040C']
NAT2,['YGR147C']
NAT3,['YPR131C']
NAT4,['YMR069W']
NAT5,['YOR253W']
NBA1,['YOL070C']
NBL1,['YHR199C-A']
NBN1,['YHR090C']
NBP1,['YLR457C']
NBP2,['YDR162C']
NBP35,['YGL091C']
NCA1,['YMR064W']
NCA2,['YPR155C']
NCA3,['YJL116C']
NCB1,['YER159C']
NCB2,['YDR397C']
NCE1,['YJL205C']
NCE101,['YJL205C']
NCE102,['YPR149W']
NCE103,['YNL036W']
NCE2,['YPR149W']
NCE3,['YNL036W']
NCE4,['YPL024W']
NCL1,['YBL024W']
NCP1,['YHR042W']
NCR1,['YPL006W']
NCS2,['YNL119W']
NCS6,['YGL211W']
NCW1,['YMR122W-A']
NCW2,['YLR194C']
NDC1,['YML031W']
NDC10,['YGR140W']
NDC80,['YIL144W']
NDD1,['YOR372C']
NDE1,['YMR145C']
NDE2,['YDL085W']
NDH1,['YMR145C']
NDH2,['YDL085W']
NDI1,['YML120C']
NDJ1,['YOL104C']
NDK1,['YKL067W']
NDL1,['YLR254C']
NDR1,['YGL195W']
NDR2,['YDR283C']
NDT1,['YIL006W']
NDT2,['YEL006W']
NDT80,['YHR124W']
NEDD4 family E3 ubiquitin-protein ligase,['YER125W']
NEDD8 family protein RUB1,['YDR139C']
NEDD8 ligase DCN1,['YLR128W']
NEDD8-activating protein UBA3,['YPR066W']
NEDD8-conjugating protein UBC12,['YLR306W']
NEJ1,['YLR265C']
NEL1,['YHR035W']
NEM1,['YHR004C']
NEO1,['YIL048W']
NEP1,['YLR186W']
NEP98,['YJL019W']
NES24,['YMR284W']
NET1,['YJL076W']
NET2,['YJL112W']
NEW1,['YPL226W']
NFG1,['YLR042C']
NFI1,['YOR156C']
NFS1,['YCL017C']
NFU1,['YKL040C']
NGD29,['YGL038C']
NGG1,['YDR176W']
NGL1,['YOL042W']
NGL2,['YMR285C']
NGL3,['YML118W']
NGR1,['YBR212W']
NGS1,['YMR224C']
NHA1,['YLR138W']
NHA2,['YDR456W']
NHP10,['YDL002C']
NHP2,['YDL208W']
NHP6A,['YPR052C']
NHP6B,['YBR089C-A']
NHS5,['YGR155W']
NHX1,['YDR456W']
NIB1,['YPL020C']
NIC96,['YFR002W']
NIF3,['YGL221C']
NIK1,['YKL101W']
NIL1,['YFL021W']
NIL2,['YJL110C']
NIM2,['YDR207C']
NIN1,['YFR052W']
NIP1,['YMR309C']
NIP100,['YPL174C']
NIP29,['YPL124W']
NIP7,['YPL211W']
NIR1,['YBR077C']
NIS1,['YNL078W']
NIT1,['YIL164C']
NIT2,['YJL126W']
NIT3,['YLR351C']
NKP1,['YDR383C']
NKP2,['YLR315W']
NLE2,['YDL207W']
NLE3,['YBL079W']
NLT1,['YJL002C']
NMA1,['YLR328W']
NMA111,['YNL123W']
NMA2,['YGR010W']
NMD2,['YHR077C']
NMD3,['YHR170W']
NMD4,['YLR363C']
NMD5,['YJR132W']
NMR1,['YFR021W']
NMT1,['YLR195C']
NNF1,['YJR112W']
NNF2,['YGR089W']
NNK1,['YKL171W']
NNR1,['YNL200C']
NNR2,['YKL151C']
NNT1,['YLR285W']
NOB1,['YOR056C']
NOC1,['YDR060W']
NOC2,['YOR206W']
NOC3,['YLR002C']
NOC4,['YPR144C']
NOG1,['YPL093W']
NOG2,['YNR053C']
NOP1,['YDL014W']
NOP10,['YHR072W-A']
NOP12,['YOL041C']
NOP13,['YNL175C']
NOP14,['YDL148C']
NOP15,['YNL110C']
NOP16,['YER002W']
NOP17,['YHR034C']
NOP19,['YGR251W']
NOP2,['YNL061W']
NOP3,['YDR432W']
NOP4,['YPL043W']
NOP5,['YOR310C']
NOP53,['YPL146C']
NOP56,['YLR197W']
NOP58,['YOR310C']
NOP6,['YDL213C']
NOP7,['YGR103W']
NOP77,['YPL043W']
NOP8,['YOL144W']
NOP9,['YJL010C']
NOR1,['YPR198W']
NOT1,['YCR093W']
NOT2,['YDL165W']
NOT3,['YIL038C']
NOT4,['YER068W']
NOT5,['YPR072W']
NPA1,['YKL014C']
NPA2,['YJR041C']
NPA3,['YJR072C']
NPC2,['YDL046W']
NPI1,['YER125W']
NPI2,['YDR069C']
NPI3,['YPL084W']
NPI46,['YML074C']
NPK1,['YAR018C']
NPL3,['YDR432W']
NPL4,['YBR170C']
NPL6,['YMR091C']
NPP1,['YCR026C']
NPP2,['YEL016C']
NPR1,['YNL183C']
NPR2,['YEL062W']
NPR3,['YHL023C']
NPS1,['YIL126W']
NPT1,['YOR209C']
NPY1,['YGL067W']
NQM1,['YGR043C']
NQR1,['YML125C']
NRA2,['YGL013C']
NRC1,['YMR273C']
NRC299,['YGL254W']
NRC465,['YGL256W']
NRD1,['YNL251C']
NRD2,['YLR430W']
NRE1,['YIR035C']
NRF1,['YER072W']
NRG1,['YDR043C']
NRG2,['YBR066C']
NRM1,['YNR009W']
NRO1,['YOR051C']
NRP1,['YDL167C']
NRT1,['YOR071C']
NSA1,['YGL111W']
NSA2,['YER126C']
NSA3,['YHR052W']
NSE1,['YLR007W']
NSE2,['YEL019C']
NSE3,['YDR288W']
NSE4,['YDL105W']
NSE5,['YML023C']
NSE6,['YER038C']
NSF1,['YPL230W']
NSG1,['YHR133C']
NSG2,['YNL156C']
NSI1,['YDR026C']
NSL1,['YPL233W']
NSL2,['YAL034W-A']
NSP100,['YKL068W']
NSP116,['YMR047C']
NSP49,['YGL172W']
NSR1,['YGR159C']
NST1,['YNL091W']
NTA1,['YJR062C']
NTC20,['YBR188C']
NTC25,['YPR101W']
NTC30,['YJR050W']
NTC31,['YGR129W']
NTC40,['YDL209C']
NTC50,['YPL151C']
NTC77,['YLR117C']
NTC85,['YMR213W']
NTC90,['YDR416W']
NTE1,['YML059C']
NTF2,['YER009W']
NTG1,['YAL015C']
NTG2,['YOL043C']
NTH1,['YDR001C']
NTH2,['YBR001C']
NTM1,['YBR261C']
NTO1,['YPR031W']
NTR1,['YLR424W']
NTR2,['YKR022C']
NUA1,['YPL135W']
NUA2,['YOR226C']
NUB1,['YKL040C']
NUC1,['YJL208C']
NUC2,['YKR056W']
NUF1,['YDR356W']
NUF2,['YOL069W']
NUG1,['YER006W']
NUG2,['YNR053C']
NUL3,['YDR103W']
NUM1,['YDR150W']
NUP1,['YOR098C']
NUP100,['YKL068W']
NUP116,['YMR047C']
NUP120,['YKL057C']
NUP133,['YKR082W']
NUP145,['YGL092W']
NUP157,['YER105C']
NUP158,['YIL115C']
NUP159,['YIL115C']
NUP170,['YBL079W']
NUP188,['YML103C']
NUP192,['YJL039C']
NUP2,['YLR335W']
NUP42,['YDR192C']
NUP49,['YGL172W']
NUP53,['YMR153W']
NUP57,['YGR119C']
NUP59,['YDL088C']
NUP60,['YAR002W']
NUP82,['YJL061W']
NUP84,['YDL116W']
NUP85,['YJR042W']
NUR1,['YDL089W']
NUS1,['YDL193W']
NUT1,['YGL151W']
NUT2,['YPR168W']
NUT21,['YAL021C']
NUT3,['YBL093C']
NUT6,['YCR081W']
NUT7,['YPL042C']
NUT8,['YDR443C']
NUT9,['YNL025C']
NVJ1,['YHR195W']
NVJ2,['YPR091C']
NVJ3,['YDR179W-A']
NYV1,['YLR093C']
Na(+)-exporting P-type ATPase ENA2,['YDR039C']
Na(+)/Li(+)-exporting P-type ATPase ENA1,['YDR040C']
Nem1-Spo7 phosphatase catalytic subunit NEM1,['YHR004C']
Nem1-Spo7 phosphatase regulatory subunit SPO7,['YAL009W']
Nrd1 complex RNA-binding subunit,['YNL251C']
NuA4 histone acetyltransferase complex catalytic subunit ESA1,['YOR244W']
O-acyltransferase,['YGL084C']
O-phospho-L-serine:2-oxoglutarate transaminase,['YOR184W']
OAC1,['YKL120W']
OAF1,['YAL051W']
OAF2,['YOR363C']
OAR1,['YKL055C']
OAZ1,['YPL052W']
OBF1,['YKL112W']
OCA1,['YNL099C']
OCA2,['YNL056W']
OCA3,['YNL032W']
OCA4,['YCR095C']
OCA5,['YHL029C']
OCA6,['YDR067C']
OCD2,['YLR307C-A']
OCH1,['YGL038C']
OCT1,['YKL134C']
ODC1,['YPL134C']
ODC2,['YOR222W']
ODP1,['YBR034C']
ODP2,['YNL071W']
OGD1,['YIL125W']
OGG1,['YML060W']
OKP1,['YGR179C']
OLA1,['YBR025C']
OLE1,['YGL055W']
OLE2,['YDL205C']
OLE3,['YDR232W']
OLE4,['YGL040C']
OLI1,['Q0130']
OLI2,['Q0085']
OLI3,['Q0130']
OLI4,['Q0085']
OM14,['YBR230C']
OM45,['YIL136W']
OMA1,['YKR087C']
OMEGA,['Q0160']
OMP1,['YNL121C']
OMP2,['YNL055C']
OMP85,['YNL026W']
OMS1,['YDR316W']
OP1,['YBL030C']
OPI1,['YHL020C']
OPI10,['YOL032W']
OPI11,['YPR044C']
OPI3,['YJR073C']
OPI6,['YDL096C']
OPI7,['YDR360W']
OPI8,['YKR035C']
OPI9,['YLR338W']
OPT1,['YJL212C']
OPT2,['YPR194C']
OPT3,['YGL114W']
OPY1,['YBR129C']
OPY2,['YPR075C']
ORC1,['YML065W']
ORC2,['YBR060C']
ORC3,['YLL004W']
ORC4,['YPR162C']
ORC5,['YNL261W']
ORC6,['YHR118C']
ORE1,['YJL159W']
ORE2,['YER023W']
ORF1,['Q0255']
ORF10,['Q0143']
ORF11,['Q0182']
ORF12,['Q0297']
ORF5,['Q0092']
ORF6,['Q0010']
ORF7,['Q0017']
ORF8,['Q0032']
ORF9,['Q0142']
ORM1,['YGR038W']
ORM2,['YLR350W']
ORP1,['YIR037W']
ORT1,['YOR130C']
OSC1,['YDR298C']
OSD1,['YPR024W']
OSG1,['YDL022W']
OSH1,['YAR042W']
OSH2,['YDL019C']
OSH3,['YHR073W']
OSH4,['YPL145C']
OSH5,['YOR237W']
OSH6,['YKR003W']
OSH7,['YHR001W']
OSI1,['YKL071W']
OSM1,['YJR051W']
OSM2,['YPR060C']
OSR1,['YMR243C']
OSR11,['YPR141C']
OSR5,['YDL022W']
OSS1,['YMR273C']
OST1,['YJL002C']
OST2,['YOR103C']
OST3,['YOR085W']
OST4,['YDL232W']
OST5,['YGL226C-A']
OST6,['YML019W']
OSW1,['YOR255W']
OSW2,['YLR054C']
OSW3,['YCR045C']
OSW4,['YJL038C']
OSW5,['YMR148W']
OSW6,['YJL037W']
OSW7,['YFR039C']
OTO1,['YGR227C-A']
OTU1,['YFL044C']
OTU2,['YHL013C']
OXA1,['YER154W']
OXA2,['YGR062C']
OXI1,['Q0250']
OXI2,['Q0275']
OXI3,['Q0045']
OXII,['Q0250']
OXP1,['YKL215C']
OXR1,['YPL196W']
OYE2,['YHR179W']
OYE3,['YPL171C']
Obg-like ATPase,['YBR025C']
P0,['YLR340W']
P1A,['YDL081C']
P1B,['YDL130W']
P2A,['YOL039W']
P2B,['YDR382W']
P37,['YGL043W']
PAA1,['YDR071C']
PAB1,['YER165W']
PAC1,['YOR269W']
PAC10,['YGR078C']
PAC11,['YDR488C']
PAC12,['YDR150W']
PAC13,['YPL174C']
PAC14,['YCL029C']
PAC15,['YPL209C']
PAC2,['YER007W']
PAC3,['YMR294W']
PAC5,['YGL116W']
PAC6,['YKR054C']
PAC7,['YMR055C']
PAC8,['YDL028C']
PAC9,['YOR026W']
PAD1,['YDR538W']
PAF1,['YBR279W']
PAG1,['YIL129C']
PAH1,['YMR165C']
PAI3,['YMR174C']
PAK3,['YER170W']
PAL3,['YGL045W']
PAM1,['YDR251W']
PAM16,['YJL104W']
PAM17,['YKR065C']
PAM18,['YLR008C']
PAN1,['YIR006C']
PAN2,['YGL094C']
PAN3,['YKL025C']
PAN5,['YHR063C']
PAN6,['YIL145C']
PAP2,['YOL115W']
PAR1,['YML007W']
PAR32,['YDL173W']
PAS1,['YKL197C']
PAS10,['YDR244W']
PAS11,['YMR026C']
PAS12,['YDL065C']
PAS14,['YDR477W']
PAS2,['YGR133W']
PAS20,['YLR191W']
PAS21,['YOL044W']
PAS22,['YIR004W']
PAS3,['YDR329C']
PAS4,['YDR265W']
PAS5,['YJL210W']
PAS6,['YGR077C']
