Systematic Name,Standard Name,protein_domain,Domain Description,Start Coordinate,End Coordinate,term_link,gene_link
YDR071C,PAA1,PF00583,GNAT domain,27,157,<a href='https://pfam.xfam.org/family/PF00583' target='_blank'>PF00583</a>,<a href='https://www.yeastgenome.org/locus/YDR071C/protein' target='_blank'>YDR071C</a>
YDR072C,IPT1,PF01569,PAP2 superfamily; Phosphatidic acid phosphatase type 2/haloperoxidase,437,482,<a href='https://pfam.xfam.org/family/PF01569' target='_blank'>PF01569</a>,<a href='https://www.yeastgenome.org/locus/YDR072C/protein' target='_blank'>YDR072C</a>
YDR072C,IPT1,PF14378,PAP2 superfamily; Inositolphosphotransferase Aur1/Ipt1,184,311,<a href='https://pfam.xfam.org/family/PF14378' target='_blank'>PF14378</a>,<a href='https://www.yeastgenome.org/locus/YDR072C/protein' target='_blank'>YDR072C</a>
YDR074W,TPS2,PF00982,"Glycosyltransferase family 20; Glycosyl transferase, family 20",62,540,<a href='https://pfam.xfam.org/family/PF00982' target='_blank'>PF00982</a>,<a href='https://www.yeastgenome.org/locus/YDR074W/protein' target='_blank'>YDR074W</a>
YDR074W,TPS2,PF02358,Trehalose-phosphatase; Trehalose-phosphatase,575,820,<a href='https://pfam.xfam.org/family/PF02358' target='_blank'>PF02358</a>,<a href='https://www.yeastgenome.org/locus/YDR074W/protein' target='_blank'>YDR074W</a>
YDR075W,PPH3,PF00149,"Calcineurin-like phosphoesterase; Calcineurin-like phosphoesterase domain, ApaH type",45,236,<a href='https://pfam.xfam.org/family/PF00149' target='_blank'>PF00149</a>,<a href='https://www.yeastgenome.org/locus/YDR075W/protein' target='_blank'>YDR075W</a>
YDR076W,RAD55,PF08423,"Rad51; DNA recombination and repair protein Rad51-like, C-terminal",18,139,<a href='https://pfam.xfam.org/family/PF08423' target='_blank'>PF08423</a>,<a href='https://www.yeastgenome.org/locus/YDR076W/protein' target='_blank'>YDR076W</a>
YDR079W,PET100,PF09803,Pet100; Protein Pet100,14,82,<a href='https://pfam.xfam.org/family/PF09803' target='_blank'>PF09803</a>,<a href='https://www.yeastgenome.org/locus/YDR079W/protein' target='_blank'>YDR079W</a>
YDR079C-A,TFB5,PF06331,Transcription factor TFIIH complex subunit Tfb5; TFIIH subunit TTDA/Tfb5,1,65,<a href='https://pfam.xfam.org/family/PF06331' target='_blank'>PF06331</a>,<a href='https://www.yeastgenome.org/locus/YDR079C-A/protein' target='_blank'>YDR079C-A</a>
YDR080W,VPS41,PF00637,"Region in Clathrin and VPS; Clathrin, heavy chain/VPS, 7-fold repeat",754,898,<a href='https://pfam.xfam.org/family/PF00637' target='_blank'>PF00637</a>,<a href='https://www.yeastgenome.org/locus/YDR080W/protein' target='_blank'>YDR080W</a>
YDR081C,PDC2,PF03184,DDE superfamily endonuclease; DDE superfamily endonuclease domain,199,406,<a href='https://pfam.xfam.org/family/PF03184' target='_blank'>PF03184</a>,<a href='https://www.yeastgenome.org/locus/YDR081C/protein' target='_blank'>YDR081C</a>
YDR081C,PDC2,PF03221,Tc5 transposase DNA-binding domain; HTH CenpB-type DNA-binding domain,75,135,<a href='https://pfam.xfam.org/family/PF03221' target='_blank'>PF03221</a>,<a href='https://www.yeastgenome.org/locus/YDR081C/protein' target='_blank'>YDR081C</a>
YDR082W,STN1,PF10451,"Telomere regulation protein Stn1; CST complex subunit Stn1, N-terminal",11,260,<a href='https://pfam.xfam.org/family/PF10451' target='_blank'>PF10451</a>,<a href='https://www.yeastgenome.org/locus/YDR082W/protein' target='_blank'>YDR082W</a>
YDR082W,STN1,PF12659,"Telomere capping C-terminal wHTH; Stn1 C-terminal, fungi",363,489,<a href='https://pfam.xfam.org/family/PF12659' target='_blank'>PF12659</a>,<a href='https://www.yeastgenome.org/locus/YDR082W/protein' target='_blank'>YDR082W</a>
YDR083W,RRP8,PF05148,Hypothetical methyltransferase; Ribosomal RNA processing protein 8,113,344,<a href='https://pfam.xfam.org/family/PF05148' target='_blank'>PF05148</a>,<a href='https://www.yeastgenome.org/locus/YDR083W/protein' target='_blank'>YDR083W</a>
YDR084C,TVP23,PF05832,Eukaryotic protein of unknown function (DUF846); Golgi apparatus membrane protein TVP23-like,15,156,<a href='https://pfam.xfam.org/family/PF05832' target='_blank'>PF05832</a>,<a href='https://www.yeastgenome.org/locus/YDR084C/protein' target='_blank'>YDR084C</a>
YDR086C,SSS1,PF00584,"SecE/Sec61-gamma subunits of protein translocation complex; Protein translocase complex, SecE/Sec61-gamma subunit",26,78,<a href='https://pfam.xfam.org/family/PF00584' target='_blank'>PF00584</a>,<a href='https://www.yeastgenome.org/locus/YDR086C/protein' target='_blank'>YDR086C</a>
YDR087C,RRP1,PF05997,"Nucleolar protein,Nop52; Nucleolar, Nop52",5,243,<a href='https://pfam.xfam.org/family/PF05997' target='_blank'>PF05997</a>,<a href='https://www.yeastgenome.org/locus/YDR087C/protein' target='_blank'>YDR087C</a>
YDR088C,SLU7,PF11708,Pre-mRNA splicing Prp18-interacting factor; Pre-mRNA-splicing factor SLU7 domain,166,350,<a href='https://pfam.xfam.org/family/PF11708' target='_blank'>PF11708</a>,<a href='https://www.yeastgenome.org/locus/YDR088C/protein' target='_blank'>YDR088C</a>
YDR090C,ILT1,PF04193,PQ loop repeat; PQ-loop repeat,8,63,<a href='https://pfam.xfam.org/family/PF04193' target='_blank'>PF04193</a>,<a href='https://www.yeastgenome.org/locus/YDR090C/protein' target='_blank'>YDR090C</a>
YDR091C,RLI1,PF00005,ABC transporter; ABC transporter-like,101,249,<a href='https://pfam.xfam.org/family/PF00005' target='_blank'>PF00005</a>,<a href='https://www.yeastgenome.org/locus/YDR091C/protein' target='_blank'>YDR091C</a>
YDR091C,RLI1,PF00005,ABC transporter; ABC transporter-like,374,496,<a href='https://pfam.xfam.org/family/PF00005' target='_blank'>PF00005</a>,<a href='https://www.yeastgenome.org/locus/YDR091C/protein' target='_blank'>YDR091C</a>
YDR091C,RLI1,PF00037,"4Fe-4S binding domain; 4Fe-4S ferredoxin-type, iron-sulphur binding domain",50,71,<a href='https://pfam.xfam.org/family/PF00037' target='_blank'>PF00037</a>,<a href='https://www.yeastgenome.org/locus/YDR091C/protein' target='_blank'>YDR091C</a>
YDR091C,RLI1,PF04068,"Possible Fer4-like domain in RNase L inhibitor, RLI; RNase L inhibitor RLI, possible metal-binding domain",7,37,<a href='https://pfam.xfam.org/family/PF04068' target='_blank'>PF04068</a>,<a href='https://www.yeastgenome.org/locus/YDR091C/protein' target='_blank'>YDR091C</a>
YDR092W,UBC13,PF00179,Ubiquitin-conjugating enzyme; Ubiquitin-conjugating enzyme E2,7,143,<a href='https://pfam.xfam.org/family/PF00179' target='_blank'>PF00179</a>,<a href='https://www.yeastgenome.org/locus/YDR092W/protein' target='_blank'>YDR092W</a>
YDR093W,DNF2,PF13246,Cation transport ATPase (P-type),821,927,<a href='https://pfam.xfam.org/family/PF13246' target='_blank'>PF13246</a>,<a href='https://www.yeastgenome.org/locus/YDR093W/protein' target='_blank'>YDR093W</a>
YDR093W,DNF2,PF16209,"Phospholipid-translocating ATPase N-terminal; P-type ATPase, N-terminal",228,278,<a href='https://pfam.xfam.org/family/PF16209' target='_blank'>PF16209</a>,<a href='https://www.yeastgenome.org/locus/YDR093W/protein' target='_blank'>YDR093W</a>
YDR093W,DNF2,PF16212,"Phospholipid-translocating P-type ATPase C-terminal; P-type ATPase, C-terminal",1199,1449,<a href='https://pfam.xfam.org/family/PF16212' target='_blank'>PF16212</a>,<a href='https://www.yeastgenome.org/locus/YDR093W/protein' target='_blank'>YDR093W</a>
YDR096W,GIS1,PF02373,"JmjC domain, hydroxylase; JmjC domain",192,307,<a href='https://pfam.xfam.org/family/PF02373' target='_blank'>PF02373</a>,<a href='https://www.yeastgenome.org/locus/YDR096W/protein' target='_blank'>YDR096W</a>
YDR096W,GIS1,PF02375,jmjN domain; JmjN domain,13,46,<a href='https://pfam.xfam.org/family/PF02375' target='_blank'>PF02375</a>,<a href='https://www.yeastgenome.org/locus/YDR096W/protein' target='_blank'>YDR096W</a>
YDR097C,MSH6,PF00488,"MutS domain V; DNA mismatch repair protein MutS, C-terminal",979,1167,<a href='https://pfam.xfam.org/family/PF00488' target='_blank'>PF00488</a>,<a href='https://www.yeastgenome.org/locus/YDR097C/protein' target='_blank'>YDR097C</a>
YDR097C,MSH6,PF01624,"MutS domain I; DNA mismatch repair protein MutS-like, N-terminal",312,426,<a href='https://pfam.xfam.org/family/PF01624' target='_blank'>PF01624</a>,<a href='https://www.yeastgenome.org/locus/YDR097C/protein' target='_blank'>YDR097C</a>
YDR097C,MSH6,PF05188,"MutS domain II; DNA mismatch repair protein MutS, connector domain",463,596,<a href='https://pfam.xfam.org/family/PF05188' target='_blank'>PF05188</a>,<a href='https://www.yeastgenome.org/locus/YDR097C/protein' target='_blank'>YDR097C</a>
YDR097C,MSH6,PF05190,"MutS family domain IV; DNA mismatch repair protein MutS, clamp",780,870,<a href='https://pfam.xfam.org/family/PF05190' target='_blank'>PF05190</a>,<a href='https://www.yeastgenome.org/locus/YDR097C/protein' target='_blank'>YDR097C</a>
YDR097C,MSH6,PF05192,"MutS domain III; DNA mismatch repair protein MutS, core",620,910,<a href='https://pfam.xfam.org/family/PF05192' target='_blank'>PF05192</a>,<a href='https://www.yeastgenome.org/locus/YDR097C/protein' target='_blank'>YDR097C</a>
YDR098C,GRX3,PF00085,Thioredoxin; Thioredoxin domain,16,100,<a href='https://pfam.xfam.org/family/PF00085' target='_blank'>PF00085</a>,<a href='https://www.yeastgenome.org/locus/YDR098C/protein' target='_blank'>YDR098C</a>
YDR098C,GRX3,PF00462,Glutaredoxin; Glutaredoxin,163,226,<a href='https://pfam.xfam.org/family/PF00462' target='_blank'>PF00462</a>,<a href='https://www.yeastgenome.org/locus/YDR098C/protein' target='_blank'>YDR098C</a>
YDR099W,BMH2,PF00244,14-3-3 protein; 14-3-3 domain,11,234,<a href='https://pfam.xfam.org/family/PF00244' target='_blank'>PF00244</a>,<a href='https://www.yeastgenome.org/locus/YDR099W/protein' target='_blank'>YDR099W</a>
YDR100W,TVP15,PF08507,COPI associated protein; Golgi apparatus membrane protein TVP15,7,134,<a href='https://pfam.xfam.org/family/PF08507' target='_blank'>PF08507</a>,<a href='https://www.yeastgenome.org/locus/YDR100W/protein' target='_blank'>YDR100W</a>
YDR101C,ARX1,PF00557,Metallopeptidase family M24; Peptidase M24,27,164,<a href='https://pfam.xfam.org/family/PF00557' target='_blank'>PF00557</a>,<a href='https://www.yeastgenome.org/locus/YDR101C/protein' target='_blank'>YDR101C</a>
YDR103W,STE5,PF12194,"Protein kinase Fus3-binding; Protein Ste5, Fus3-binding domain",594,782,<a href='https://pfam.xfam.org/family/PF12194' target='_blank'>PF12194</a>,<a href='https://www.yeastgenome.org/locus/YDR103W/protein' target='_blank'>YDR103W</a>
YDR103W,STE5,PF11610,"Scaffold protein Ste5, Fus3-binding region; Scaffold protein Ste5, Fus3-binding domain",287,316,<a href='https://pfam.xfam.org/family/PF11610' target='_blank'>PF11610</a>,<a href='https://www.yeastgenome.org/locus/YDR103W/protein' target='_blank'>YDR103W</a>
YDR104C,SPO71,PF15404,"Pleckstrin homology domain; Mug56/Spo71, PH domain",1032,1228,<a href='https://pfam.xfam.org/family/PF15404' target='_blank'>PF15404</a>,<a href='https://www.yeastgenome.org/locus/YDR104C/protein' target='_blank'>YDR104C</a>
YDR104C,SPO71,PF15407,"Sporulation protein family 7; Sporulation-specific protein 71, N-terminal domain",32,93,<a href='https://pfam.xfam.org/family/PF15407' target='_blank'>PF15407</a>,<a href='https://www.yeastgenome.org/locus/YDR104C/protein' target='_blank'>YDR104C</a>
YDR105C,TMS1,PF03348,Serine incorporator (Serinc); Serine incorporator/TMS membrane protein,18,467,<a href='https://pfam.xfam.org/family/PF03348' target='_blank'>PF03348</a>,<a href='https://www.yeastgenome.org/locus/YDR105C/protein' target='_blank'>YDR105C</a>
YDR106W,ARP10,PF00022,Actin; Actin family,39,145,<a href='https://pfam.xfam.org/family/PF00022' target='_blank'>PF00022</a>,<a href='https://www.yeastgenome.org/locus/YDR106W/protein' target='_blank'>YDR106W</a>
YDR107C,TMN2,PF02990,Endomembrane protein 70; Nonaspanin (TM9SF),68,626,<a href='https://pfam.xfam.org/family/PF02990' target='_blank'>PF02990</a>,<a href='https://www.yeastgenome.org/locus/YDR107C/protein' target='_blank'>YDR107C</a>
YDR108W,TRS85,PF12739,"ER-Golgi trafficking TRAPP I complex 85 kDa subunit; TRAPP III complex, Trs85",225,662,<a href='https://pfam.xfam.org/family/PF12739' target='_blank'>PF12739</a>,<a href='https://www.yeastgenome.org/locus/YDR108W/protein' target='_blank'>YDR108W</a>
YDR109C, ,PF00370,"FGGY family of carbohydrate kinases, N-terminal domain; Carbohydrate kinase, FGGY, N-terminal",40,309,<a href='https://pfam.xfam.org/family/PF00370' target='_blank'>PF00370</a>,<a href='https://www.yeastgenome.org/locus/YDR109C/protein' target='_blank'>YDR109C</a>
YDR109C, ,PF02782,"FGGY family of carbohydrate kinases, C-terminal domain; Carbohydrate kinase, FGGY, C-terminal",340,550,<a href='https://pfam.xfam.org/family/PF02782' target='_blank'>PF02782</a>,<a href='https://www.yeastgenome.org/locus/YDR109C/protein' target='_blank'>YDR109C</a>
YDR111C,ALT2,PF00155,"Aminotransferase class I and II; Aminotransferase, class I/classII",112,487,<a href='https://pfam.xfam.org/family/PF00155' target='_blank'>PF00155</a>,<a href='https://www.yeastgenome.org/locus/YDR111C/protein' target='_blank'>YDR111C</a>
YDR113C,PDS1,PF04856,Securin sister-chromatid separation inhibitor; Securin sister-chromatid separation inhibitor,9,356,<a href='https://pfam.xfam.org/family/PF04856' target='_blank'>PF04856</a>,<a href='https://www.yeastgenome.org/locus/YDR113C/protein' target='_blank'>YDR113C</a>
YDR115W,MRX14,PF00468,Ribosomal protein L34; Ribosomal protein L34,63,105,<a href='https://pfam.xfam.org/family/PF00468' target='_blank'>PF00468</a>,<a href='https://www.yeastgenome.org/locus/YDR115W/protein' target='_blank'>YDR115W</a>
YDR116C,MRPL1,PF00687,Ribosomal protein L1p/L10e family; Ribosomal protein L1/ribosomal biogenesis protein,96,278,<a href='https://pfam.xfam.org/family/PF00687' target='_blank'>PF00687</a>,<a href='https://www.yeastgenome.org/locus/YDR116C/protein' target='_blank'>YDR116C</a>
YDR117C,TMA64,PF17832,Pre-PUA-like domain; Pre-PUA domain,2,86,<a href='https://pfam.xfam.org/family/PF17832' target='_blank'>PF17832</a>,<a href='https://www.yeastgenome.org/locus/YDR117C/protein' target='_blank'>YDR117C</a>
YDR117C,TMA64,PF01253,Translation initiation factor SUI1; SUI1 domain,472,549,<a href='https://pfam.xfam.org/family/PF01253' target='_blank'>PF01253</a>,<a href='https://www.yeastgenome.org/locus/YDR117C/protein' target='_blank'>YDR117C</a>
YDR117C,TMA64,PF02201,SWIB/MDM2 domain; SWIB/MDM2 domain,366,428,<a href='https://pfam.xfam.org/family/PF02201' target='_blank'>PF02201</a>,<a href='https://www.yeastgenome.org/locus/YDR117C/protein' target='_blank'>YDR117C</a>
YDR118W,APC4,PF12896,"Anaphase-promoting complex, cyclosome, subunit 4; Anaphase-promoting complex subunit 4 long domain",224,406,<a href='https://pfam.xfam.org/family/PF12896' target='_blank'>PF12896</a>,<a href='https://www.yeastgenome.org/locus/YDR118W/protein' target='_blank'>YDR118W</a>
YDR119W,VBA4,PF07690,Major Facilitator Superfamily; Major facilitator superfamily,259,666,<a href='https://pfam.xfam.org/family/PF07690' target='_blank'>PF07690</a>,<a href='https://www.yeastgenome.org/locus/YDR119W/protein' target='_blank'>YDR119W</a>
YDR120C,TRM1,PF02005,"N2,N2-dimethylguanosine tRNA methyltransferase; tRNA methyltransferase, Trm1",33,490,<a href='https://pfam.xfam.org/family/PF02005' target='_blank'>PF02005</a>,<a href='https://www.yeastgenome.org/locus/YDR120C/protein' target='_blank'>YDR120C</a>
YDR122W,KIN1,PF00069,Protein kinase domain; Protein kinase domain,121,398,<a href='https://pfam.xfam.org/family/PF00069' target='_blank'>PF00069</a>,<a href='https://www.yeastgenome.org/locus/YDR122W/protein' target='_blank'>YDR122W</a>
YDR122W,KIN1,PF02149,Kinase associated domain 1; Kinase associated domain 1 (KA1),1021,1064,<a href='https://pfam.xfam.org/family/PF02149' target='_blank'>PF02149</a>,<a href='https://www.yeastgenome.org/locus/YDR122W/protein' target='_blank'>YDR122W</a>
YDR124W, ,PF11001,Protein of unknown function (DUF2841); Protein of unknown function DUF2841,89,207,<a href='https://pfam.xfam.org/family/PF11001' target='_blank'>PF11001</a>,<a href='https://www.yeastgenome.org/locus/YDR124W/protein' target='_blank'>YDR124W</a>
YDR125C,ECM18,PF00561,alpha/beta hydrolase fold; Alpha/beta hydrolase fold-1,130,270,<a href='https://pfam.xfam.org/family/PF00561' target='_blank'>PF00561</a>,<a href='https://www.yeastgenome.org/locus/YDR125C/protein' target='_blank'>YDR125C</a>
YDR126W,SWF1,PF01529,"DHHC palmitoyltransferase; Palmitoyltransferase, DHHC domain",135,248,<a href='https://pfam.xfam.org/family/PF01529' target='_blank'>PF01529</a>,<a href='https://www.yeastgenome.org/locus/YDR126W/protein' target='_blank'>YDR126W</a>
YDR127W,ARO1,PF01202,Shikimate kinase; Shikimate kinase/gluconokinase,897,1062,<a href='https://pfam.xfam.org/family/PF01202' target='_blank'>PF01202</a>,<a href='https://www.yeastgenome.org/locus/YDR127W/protein' target='_blank'>YDR127W</a>
YDR127W,ARO1,PF18317,"Shikimate 5'-dehydrogenase C-terminal domain; SDH, C-terminal",1556,1585,<a href='https://pfam.xfam.org/family/PF18317' target='_blank'>PF18317</a>,<a href='https://www.yeastgenome.org/locus/YDR127W/protein' target='_blank'>YDR127W</a>
YDR127W,ARO1,PF00275,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase); Enolpyruvate transferase domain,410,865,<a href='https://pfam.xfam.org/family/PF00275' target='_blank'>PF00275</a>,<a href='https://www.yeastgenome.org/locus/YDR127W/protein' target='_blank'>YDR127W</a>
YDR127W,ARO1,PF01487,Type I 3-dehydroquinase; 3-dehydroquinate dehydratase type I,1078,1298,<a href='https://pfam.xfam.org/family/PF01487' target='_blank'>PF01487</a>,<a href='https://www.yeastgenome.org/locus/YDR127W/protein' target='_blank'>YDR127W</a>
YDR127W,ARO1,PF01488,Shikimate / quinate 5-dehydrogenase; Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase,1430,1505,<a href='https://pfam.xfam.org/family/PF01488' target='_blank'>PF01488</a>,<a href='https://www.yeastgenome.org/locus/YDR127W/protein' target='_blank'>YDR127W</a>
YDR127W,ARO1,PF01761,3-dehydroquinate synthase; 3-dehydroquinate synthase domain,72,366,<a href='https://pfam.xfam.org/family/PF01761' target='_blank'>PF01761</a>,<a href='https://www.yeastgenome.org/locus/YDR127W/protein' target='_blank'>YDR127W</a>
YDR127W,ARO1,PF08501,"Shikimate dehydrogenase substrate binding domain; Shikimate dehydrogenase substrate binding, N-terminal",1311,1393,<a href='https://pfam.xfam.org/family/PF08501' target='_blank'>PF08501</a>,<a href='https://www.yeastgenome.org/locus/YDR127W/protein' target='_blank'>YDR127W</a>
YDR128W,MTC5,PF17120,"Zinc-ribbon, C4HC2 type",1094,1146,<a href='https://pfam.xfam.org/family/PF17120' target='_blank'>PF17120</a>,<a href='https://www.yeastgenome.org/locus/YDR128W/protein' target='_blank'>YDR128W</a>
YDR129C,SAC6,PF00307,Calponin homology (CH) domain; Calponin homology domain,289,390,<a href='https://pfam.xfam.org/family/PF00307' target='_blank'>PF00307</a>,<a href='https://www.yeastgenome.org/locus/YDR129C/protein' target='_blank'>YDR129C</a>
YDR129C,SAC6,PF00307,Calponin homology (CH) domain; Calponin homology domain,140,257,<a href='https://pfam.xfam.org/family/PF00307' target='_blank'>PF00307</a>,<a href='https://www.yeastgenome.org/locus/YDR129C/protein' target='_blank'>YDR129C</a>
YDR129C,SAC6,PF00307,Calponin homology (CH) domain; Calponin homology domain,413,520,<a href='https://pfam.xfam.org/family/PF00307' target='_blank'>PF00307</a>,<a href='https://www.yeastgenome.org/locus/YDR129C/protein' target='_blank'>YDR129C</a>
YDR129C,SAC6,PF00307,Calponin homology (CH) domain; Calponin homology domain,537,640,<a href='https://pfam.xfam.org/family/PF00307' target='_blank'>PF00307</a>,<a href='https://www.yeastgenome.org/locus/YDR129C/protein' target='_blank'>YDR129C</a>
YDR130C,FIN1,PF17300,Filaments in between nuclei protein-1; Filaments in between nuclei protein-1,16,281,<a href='https://pfam.xfam.org/family/PF17300' target='_blank'>PF17300</a>,<a href='https://www.yeastgenome.org/locus/YDR130C/protein' target='_blank'>YDR130C</a>
YDR132C,MRX16,PF02214,BTB/POZ domain; Potassium channel tetramerisation-type BTB domain,30,126,<a href='https://pfam.xfam.org/family/PF02214' target='_blank'>PF02214</a>,<a href='https://www.yeastgenome.org/locus/YDR132C/protein' target='_blank'>YDR132C</a>
YDR135C,YCF1,PF00005,ABC transporter; ABC transporter-like,646,780,<a href='https://pfam.xfam.org/family/PF00005' target='_blank'>PF00005</a>,<a href='https://www.yeastgenome.org/locus/YDR135C/protein' target='_blank'>YDR135C</a>
YDR135C,YCF1,PF00005,ABC transporter; ABC transporter-like,1289,1438,<a href='https://pfam.xfam.org/family/PF00005' target='_blank'>PF00005</a>,<a href='https://www.yeastgenome.org/locus/YDR135C/protein' target='_blank'>YDR135C</a>
YDR135C,YCF1,PF00664,"ABC transporter transmembrane region; ABC transporter type 1, transmembrane domain",287,578,<a href='https://pfam.xfam.org/family/PF00664' target='_blank'>PF00664</a>,<a href='https://www.yeastgenome.org/locus/YDR135C/protein' target='_blank'>YDR135C</a>
YDR135C,YCF1,PF00664,"ABC transporter transmembrane region; ABC transporter type 1, transmembrane domain",952,1222,<a href='https://pfam.xfam.org/family/PF00664' target='_blank'>PF00664</a>,<a href='https://www.yeastgenome.org/locus/YDR135C/protein' target='_blank'>YDR135C</a>
YDR137W,RGP1,PF08737,Rgp1; Reduced growth phenotype protein 1,132,614,<a href='https://pfam.xfam.org/family/PF08737' target='_blank'>PF08737</a>,<a href='https://www.yeastgenome.org/locus/YDR137W/protein' target='_blank'>YDR137W</a>
YDR138W,HPR1,PF11957,"THO complex subunit 1 transcription elongation factor; THO complex, subunit THOC1",100,617,<a href='https://pfam.xfam.org/family/PF11957' target='_blank'>PF11957</a>,<a href='https://www.yeastgenome.org/locus/YDR138W/protein' target='_blank'>YDR138W</a>
YDR139C,RUB1,PF00240,Ubiquitin family; Ubiquitin-like domain,3,74,<a href='https://pfam.xfam.org/family/PF00240' target='_blank'>PF00240</a>,<a href='https://www.yeastgenome.org/locus/YDR139C/protein' target='_blank'>YDR139C</a>
YDR140W,MTQ2,PF05175,Methyltransferase small domain; Methyltransferase small domain,37,125,<a href='https://pfam.xfam.org/family/PF05175' target='_blank'>PF05175</a>,<a href='https://www.yeastgenome.org/locus/YDR140W/protein' target='_blank'>YDR140W</a>
YDR141C,DOP1,PF04118,"Dopey, N-terminal; Dopey, N-terminal",18,355,<a href='https://pfam.xfam.org/family/PF04118' target='_blank'>PF04118</a>,<a href='https://www.yeastgenome.org/locus/YDR141C/protein' target='_blank'>YDR141C</a>
YDR142C,PEX7,PF00400,"WD domain, G-beta repeat; WD40 repeat",97,133,<a href='https://pfam.xfam.org/family/PF00400' target='_blank'>PF00400</a>,<a href='https://www.yeastgenome.org/locus/YDR142C/protein' target='_blank'>YDR142C</a>
YDR142C,PEX7,PF00400,"WD domain, G-beta repeat; WD40 repeat",211,249,<a href='https://pfam.xfam.org/family/PF00400' target='_blank'>PF00400</a>,<a href='https://www.yeastgenome.org/locus/YDR142C/protein' target='_blank'>YDR142C</a>
YDR142C,PEX7,PF00400,"WD domain, G-beta repeat; WD40 repeat",280,311,<a href='https://pfam.xfam.org/family/PF00400' target='_blank'>PF00400</a>,<a href='https://www.yeastgenome.org/locus/YDR142C/protein' target='_blank'>YDR142C</a>
YDR143C,SAN1,PF13639,"Ring finger domain; Zinc finger, RING-type",250,280,<a href='https://pfam.xfam.org/family/PF13639' target='_blank'>PF13639</a>,<a href='https://www.yeastgenome.org/locus/YDR143C/protein' target='_blank'>YDR143C</a>
YDR144C,MKC7,PF00026,Eukaryotic aspartyl protease; Peptidase family A1 domain,81,470,<a href='https://pfam.xfam.org/family/PF00026' target='_blank'>PF00026</a>,<a href='https://www.yeastgenome.org/locus/YDR144C/protein' target='_blank'>YDR144C</a>
YDR145W,TAF12,PF03847,Transcription initiation factor TFIID subunit A; Transcription initiation factor TFIID subunit 12 domain,416,488,<a href='https://pfam.xfam.org/family/PF03847' target='_blank'>PF03847</a>,<a href='https://www.yeastgenome.org/locus/YDR145W/protein' target='_blank'>YDR145W</a>
YDR146C,SWI5,PF00096,"Zinc finger, C2H2 type; Zinc finger C2H2-type",550,574,<a href='https://pfam.xfam.org/family/PF00096' target='_blank'>PF00096</a>,<a href='https://www.yeastgenome.org/locus/YDR146C/protein' target='_blank'>YDR146C</a>
YDR146C,SWI5,PF00096,"Zinc finger, C2H2 type; Zinc finger C2H2-type",580,604,<a href='https://pfam.xfam.org/family/PF00096' target='_blank'>PF00096</a>,<a href='https://www.yeastgenome.org/locus/YDR146C/protein' target='_blank'>YDR146C</a>
YDR147W,EKI1,PF01633,Choline/ethanolamine kinase,158,395,<a href='https://pfam.xfam.org/family/PF01633' target='_blank'>PF01633</a>,<a href='https://www.yeastgenome.org/locus/YDR147W/protein' target='_blank'>YDR147W</a>
YDR147W,EKI1,PF04428,"Choline kinase N terminus; Choline kinase, N-terminal",79,128,<a href='https://pfam.xfam.org/family/PF04428' target='_blank'>PF04428</a>,<a href='https://www.yeastgenome.org/locus/YDR147W/protein' target='_blank'>YDR147W</a>
YDR148C,KGD2,PF00198,"2-oxoacid dehydrogenases acyltransferase (catalytic domain); 2-oxoacid dehydrogenase acyltransferase, catalytic domain",233,462,<a href='https://pfam.xfam.org/family/PF00198' target='_blank'>PF00198</a>,<a href='https://www.yeastgenome.org/locus/YDR148C/protein' target='_blank'>YDR148C</a>
YDR148C,KGD2,PF00364,Biotin-requiring enzyme; Biotin/lipoyl attachment,75,146,<a href='https://pfam.xfam.org/family/PF00364' target='_blank'>PF00364</a>,<a href='https://www.yeastgenome.org/locus/YDR148C/protein' target='_blank'>YDR148C</a>
YDR150W,NUM1,PF12814,"Meiotic cell cortex C-terminal pleckstrin homology; Pleckstrin homology domain, Mcp5-type",2566,2684,<a href='https://pfam.xfam.org/family/PF12814' target='_blank'>PF12814</a>,<a href='https://www.yeastgenome.org/locus/YDR150W/protein' target='_blank'>YDR150W</a>
YDR151C,CTH1,PF00642,"Zinc finger C-x8-C-x5-C-x3-H type (and similar); Zinc finger, CCCH-type",205,230,<a href='https://pfam.xfam.org/family/PF00642' target='_blank'>PF00642</a>,<a href='https://www.yeastgenome.org/locus/YDR151C/protein' target='_blank'>YDR151C</a>
YDR151C,CTH1,PF00642,"Zinc finger C-x8-C-x5-C-x3-H type (and similar); Zinc finger, CCCH-type",243,268,<a href='https://pfam.xfam.org/family/PF00642' target='_blank'>PF00642</a>,<a href='https://www.yeastgenome.org/locus/YDR151C/protein' target='_blank'>YDR151C</a>
YDR152W,GIR2,PF05773,RWD domain; RWD domain,5,155,<a href='https://pfam.xfam.org/family/PF05773' target='_blank'>PF05773</a>,<a href='https://www.yeastgenome.org/locus/YDR152W/protein' target='_blank'>YDR152W</a>
YDR153C,ENT5,PF01417,ENTH domain; ENTH  domain,30,180,<a href='https://pfam.xfam.org/family/PF01417' target='_blank'>PF01417</a>,<a href='https://www.yeastgenome.org/locus/YDR153C/protein' target='_blank'>YDR153C</a>
